id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target
217,Female,Loyal Customer,31,Personal Travel,Eco Plus,3814,3,3,3,3,4,4,5,5,5,5,5,3,5,4,19,0.0,1
218,Female,Loyal Customer,38,Personal Travel,Eco Plus,2947,5,5,5,5,2,3,5,5,5,5,5,4,5,1,19,0.0,1
219,Female,Loyal Customer,64,Business travel,Eco Plus,243,4,3,3,3,3,1,4,3,3,4,3,5,3,2,0,0.0,1
220,Female,Loyal Customer,23,Business travel,Eco,2106,2,2,2,2,2,2,3,2,4,2,4,2,4,2,0,5.0,0
221,Male,Loyal Customer,52,Business travel,Eco Plus,1455,5,5,5,5,5,5,5,5,1,1,1,2,5,5,0,2.0,1
222,Female,Loyal Customer,35,Business travel,Business,235,2,2,2,2,4,2,4,5,5,5,5,3,5,1,0,0.0,1
223,Female,Loyal Customer,41,Business travel,Business,211,0,5,0,1,1,4,5,1,1,1,1,4,1,5,1,2.0,1
224,Female,Loyal Customer,42,Personal Travel,Business,2513,5,1,5,1,2,1,1,2,2,5,2,3,2,1,11,0.0,1
225,Male,Loyal Customer,45,Personal Travel,Eco,1575,3,5,4,4,2,4,2,2,1,4,2,3,3,2,5,11.0,0
226,Male,Loyal Customer,50,Business travel,Business,3182,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,0.0,1
227,Female,Loyal Customer,42,Business travel,Business,3645,1,1,3,1,2,5,4,5,5,5,5,5,5,2,0,0.0,1
228,Male,Loyal Customer,37,Business travel,Business,2347,4,4,4,4,4,5,5,4,4,5,4,5,4,4,0,0.0,1
229,Female,Loyal Customer,14,Personal Travel,Business,2011,2,2,2,2,5,5,4,4,4,4,4,4,4,5,12,2.0,1
230,Female,Loyal Customer,43,Business travel,Business,3555,5,5,5,5,4,3,4,4,4,4,4,4,4,4,0,0.0,1
231,Male,Loyal Customer,52,Personal Travel,Eco,1784,3,5,3,3,1,3,1,1,4,4,3,4,4,1,13,2.0,0
232,Female,Loyal Customer,39,Business travel,Eco,1814,5,4,4,4,5,5,5,5,3,2,1,1,5,5,0,0.0,1
233,Male,Loyal Customer,48,Business travel,Business,255,2,2,2,2,4,5,4,4,4,4,4,4,4,3,2,0.0,1
234,Male,Loyal Customer,57,Personal Travel,Eco,2395,1,2,1,3,5,1,1,5,2,4,4,3,4,5,6,11.0,0
235,Male,disloyal Customer,37,Business travel,Business,1698,3,3,3,2,3,3,3,3,4,3,4,3,4,3,0,0.0,0
236,Female,Loyal Customer,27,Business travel,Business,1747,0,0,0,5,5,5,5,5,5,5,4,4,4,5,0,0.0,1
237,Male,Loyal Customer,42,Business travel,Eco,1871,4,2,2,2,4,4,4,4,5,2,3,1,2,4,14,6.0,1
238,Male,Loyal Customer,54,Business travel,Eco,2269,3,3,4,3,3,3,3,3,4,4,1,1,2,3,0,0.0,0
239,Female,Loyal Customer,57,Personal Travel,Eco,529,3,5,3,5,3,1,3,4,4,3,4,2,4,4,1,0.0,0
240,Male,disloyal Customer,24,Business travel,Eco,1830,2,2,2,3,4,2,4,4,4,3,3,2,4,4,0,0.0,0
241,Male,Loyal Customer,48,Business travel,Business,3011,1,3,3,3,3,3,4,1,1,1,1,1,1,3,5,1.0,0
242,Male,Loyal Customer,57,Business travel,Business,3113,1,1,1,1,3,5,4,5,5,5,5,3,5,5,38,28.0,1
243,Female,disloyal Customer,23,Business travel,Business,3137,4,0,4,4,3,4,3,3,4,2,4,5,4,3,0,0.0,1
244,Male,Loyal Customer,25,Personal Travel,Business,2487,3,5,2,3,5,2,5,5,4,5,4,5,5,5,0,3.0,0
245,Male,Loyal Customer,38,Business travel,Business,2008,5,5,5,5,3,4,1,5,5,5,5,3,5,1,0,0.0,1
246,Male,Loyal Customer,21,Business travel,Business,2633,4,2,2,2,4,4,4,4,1,1,4,1,3,4,30,86.0,0
247,Female,Loyal Customer,20,Business travel,Business,1122,1,1,1,1,5,5,5,5,3,2,3,1,3,5,0,0.0,1
248,Female,Loyal Customer,17,Personal Travel,Eco Plus,3387,2,2,2,2,4,4,4,4,4,4,4,4,5,4,31,21.0,1
249,Male,Loyal Customer,15,Personal Travel,Eco,2239,2,5,2,4,3,2,3,3,4,5,4,5,4,3,4,0.0,0
250,Female,Loyal Customer,26,Business travel,Business,4018,3,3,3,3,4,4,4,4,5,5,5,3,5,4,0,0.0,1
251,Male,disloyal Customer,29,Business travel,Eco,2224,4,4,4,3,5,4,5,5,3,3,3,1,2,5,19,24.0,0
252,Female,Loyal Customer,40,Business travel,Business,3364,1,1,1,1,3,4,5,5,5,5,5,5,5,4,0,0.0,1
253,Male,Loyal Customer,66,Personal Travel,Eco Plus,1629,2,4,2,1,5,2,5,5,5,3,5,3,5,5,0,0.0,0
254,Female,Loyal Customer,61,Business travel,Eco,270,5,2,2,2,1,2,5,5,5,5,5,3,5,1,0,0.0,1
255,Female,disloyal Customer,25,Business travel,Eco,1839,1,3,1,3,2,1,2,2,3,3,4,1,3,2,9,10.0,0
256,Male,Loyal Customer,36,Business travel,Business,248,1,1,1,1,3,5,4,5,5,5,4,4,5,4,42,33.0,1
257,Male,disloyal Customer,45,Business travel,Eco,1295,1,5,1,3,4,1,4,4,4,2,3,5,3,4,0,0.0,0
258,Male,disloyal Customer,20,Business travel,Eco,2130,2,2,2,3,3,2,3,3,5,5,4,5,4,3,0,0.0,0
259,Male,Loyal Customer,30,Business travel,Business,1215,4,4,4,4,4,4,4,4,1,5,4,3,3,4,58,49.0,0
260,Male,Loyal Customer,17,Personal Travel,Eco,2008,0,2,0,4,2,0,2,2,4,4,3,1,4,2,0,0.0,1
261,Male,Loyal Customer,53,Personal Travel,Business,1041,2,5,2,2,4,3,2,3,3,2,3,5,3,2,0,12.0,0
262,Female,Loyal Customer,33,Personal Travel,Eco,1660,5,5,5,3,4,5,4,4,4,5,4,5,5,4,0,0.0,1
263,Female,Loyal Customer,51,Business travel,Business,3535,4,4,4,4,2,4,4,5,5,4,5,5,5,3,18,29.0,1
264,Female,disloyal Customer,26,Business travel,Business,1775,1,1,1,4,4,1,1,4,3,4,5,5,5,4,0,0.0,0
265,Male,Loyal Customer,33,Personal Travel,Eco,1815,3,1,3,2,5,3,5,5,4,5,3,3,3,5,0,0.0,0
266,Female,Loyal Customer,15,Business travel,Business,2305,1,1,1,1,4,4,4,4,5,5,2,5,3,4,0,1.0,1
267,Female,Loyal Customer,45,Business travel,Business,3421,2,2,2,2,5,4,5,1,1,2,1,4,1,5,0,0.0,1
268,Male,Loyal Customer,10,Personal Travel,Eco,1384,3,5,3,1,4,3,4,4,1,2,1,1,3,4,8,4.0,0
269,Male,Loyal Customer,39,Business travel,Business,2412,2,2,5,2,4,4,4,5,5,5,5,4,5,3,21,17.0,1
270,Female,Loyal Customer,14,Personal Travel,Eco,1518,4,4,4,1,3,4,3,3,4,5,5,4,5,3,1,2.0,1
271,Female,Loyal Customer,36,Business travel,Business,534,1,1,1,1,5,4,4,1,1,1,1,4,1,3,36,10.0,0
272,Male,Loyal Customer,58,Personal Travel,Eco,1696,2,3,2,4,5,2,4,5,1,2,3,2,4,5,16,10.0,0
273,Female,Loyal Customer,46,Business travel,Business,88,2,2,2,2,2,4,4,5,5,5,5,4,5,5,0,0.0,1
274,Male,Loyal Customer,59,Personal Travel,Eco,1982,1,4,1,3,5,1,5,5,4,4,5,5,5,5,0,0.0,0
275,Male,Loyal Customer,46,Business travel,Business,319,5,5,5,5,5,5,5,5,5,5,5,4,5,4,0,0.0,1
276,Female,Loyal Customer,30,Business travel,Business,3560,3,2,2,2,3,3,3,3,1,2,4,1,3,3,32,28.0,0
277,Male,Loyal Customer,25,Business travel,Business,2423,2,2,2,2,2,2,2,2,3,4,3,2,3,2,0,0.0,0
278,Female,Loyal Customer,19,Personal Travel,Eco,2259,4,1,4,3,3,4,3,3,2,1,3,3,2,3,0,0.0,1
279,Female,Loyal Customer,46,Personal Travel,Eco,1526,4,3,4,3,5,4,4,3,3,4,3,2,3,4,0,6.0,0
280,Female,Loyal Customer,43,Personal Travel,Eco,1180,5,4,4,4,3,3,3,5,5,5,5,2,5,4,33,56.0,1
281,Female,Loyal Customer,58,Business travel,Eco Plus,692,1,5,5,5,2,4,4,1,1,1,1,1,1,2,0,8.0,0
282,Female,Loyal Customer,33,Business travel,Business,687,3,3,3,3,4,2,4,4,4,4,4,4,4,3,0,0.0,1
283,Female,disloyal Customer,37,Business travel,Business,3386,3,3,3,3,1,3,1,1,3,3,3,3,4,1,10,0.0,1
284,Female,Loyal Customer,9,Personal Travel,Business,1713,2,2,2,2,2,5,4,4,4,4,4,4,4,4,54,37.0,1
285,Male,Loyal Customer,27,Business travel,Business,3332,2,2,2,2,4,4,4,4,5,5,3,3,5,4,0,0.0,1
286,Male,Loyal Customer,17,Personal Travel,Eco,1896,1,4,0,3,3,0,3,3,4,3,3,3,3,3,52,48.0,0
287,Female,Loyal Customer,52,Business travel,Business,311,0,0,0,4,5,4,5,4,4,4,4,3,4,4,21,9.0,1
288,Male,Loyal Customer,21,Personal Travel,Eco,1433,2,4,2,1,3,2,4,3,3,4,4,5,4,3,4,0.0,0
289,Female,disloyal Customer,41,Business travel,Eco,3634,3,3,3,3,3,3,3,3,3,3,4,4,3,3,5,0.0,0
290,Male,Loyal Customer,53,Business travel,Business,373,3,5,3,3,4,5,5,5,5,5,5,4,5,5,5,0.0,1
291,Male,Loyal Customer,27,Business travel,Business,3807,3,3,3,3,5,5,5,5,4,4,4,5,2,5,44,52.0,1
292,Female,Loyal Customer,54,Personal Travel,Eco,840,4,4,4,2,1,5,1,3,3,4,3,4,3,1,7,1.0,0
293,Female,disloyal Customer,47,Business travel,Eco,1012,3,5,3,3,3,3,3,3,3,3,2,3,3,3,63,66.0,0
294,Female,Loyal Customer,15,Personal Travel,Eco,1590,3,3,3,3,3,4,5,4,4,4,4,4,4,3,0,0.0,1
295,Male,Loyal Customer,40,Business travel,Business,2444,0,0,0,4,2,5,4,5,5,5,5,4,5,3,0,3.0,1
296,Female,Loyal Customer,29,Business travel,Business,3808,2,2,4,2,3,3,3,3,3,3,5,3,5,3,13,4.0,1
297,Male,Loyal Customer,63,Personal Travel,Eco,3309,2,3,2,3,3,2,3,3,2,2,2,2,4,3,0,7.0,0
298,Male,Loyal Customer,31,Business travel,Business,3146,4,4,4,4,5,5,5,5,4,3,3,5,1,5,5,8.0,1
299,Female,Loyal Customer,66,Personal Travel,Eco,404,4,4,4,4,2,4,4,2,2,2,2,4,2,4,0,0.0,1
300,Male,Loyal Customer,53,Business travel,Business,2512,2,2,2,2,5,5,5,4,3,4,4,5,3,5,5,0.0,1
301,Female,Loyal Customer,54,Business travel,Business,1459,3,3,3,3,3,4,5,5,5,5,5,3,5,4,0,0.0,1
302,Male,Loyal Customer,14,Personal Travel,Eco,1945,2,2,2,4,4,2,1,4,1,3,3,3,3,4,0,0.0,0
303,Female,Loyal Customer,52,Business travel,Eco,228,5,1,1,1,4,1,2,5,5,5,5,1,5,1,0,0.0,1
304,Male,Loyal Customer,70,Business travel,Business,354,2,1,1,1,5,2,2,2,2,2,2,2,2,1,106,104.0,0
305,Female,Loyal Customer,30,Business travel,Business,3486,3,3,3,3,3,3,3,3,2,4,3,3,3,3,0,0.0,0
306,Female,disloyal Customer,20,Business travel,Eco,1642,2,2,3,3,5,3,5,5,3,4,3,2,4,5,0,0.0,0
307,Female,Loyal Customer,60,Personal Travel,Eco Plus,1134,4,5,4,1,2,5,4,1,1,4,1,4,1,3,0,0.0,0
308,Female,Loyal Customer,51,Business travel,Business,1632,1,4,1,1,4,4,5,4,4,4,4,5,4,4,8,0.0,1
309,Female,Loyal Customer,31,Business travel,Business,2283,4,5,5,5,4,4,4,4,3,3,4,1,4,4,0,0.0,0
310,Male,Loyal Customer,22,Business travel,Business,2586,4,4,4,4,3,3,3,2,4,4,2,3,2,3,159,157.0,1
311,Male,Loyal Customer,16,Business travel,Business,3614,2,2,2,2,2,2,2,2,4,1,4,1,4,2,0,0.0,0
312,Female,Loyal Customer,44,Business travel,Business,456,3,3,3,3,4,4,4,4,4,4,4,5,4,5,0,0.0,1
313,Female,Loyal Customer,11,Business travel,Eco,3045,4,2,2,2,4,4,4,4,3,5,4,4,4,4,6,0.0,0
314,Female,Loyal Customer,28,Business travel,Business,4968,3,5,3,3,4,4,4,4,5,2,5,5,4,4,0,0.0,1
315,Female,disloyal Customer,30,Business travel,Eco Plus,2077,1,1,1,3,2,1,2,2,2,2,1,3,3,2,0,0.0,0
316,Female,Loyal Customer,9,Personal Travel,Eco,2010,4,4,4,4,3,5,5,4,4,4,4,3,4,3,22,37.0,1
317,Female,Loyal Customer,38,Personal Travel,Eco,2231,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0.0,1
318,Male,Loyal Customer,40,Business travel,Business,2508,2,3,3,3,3,4,4,2,2,2,2,4,2,2,0,0.0,0
319,Male,Loyal Customer,40,Business travel,Business,1603,5,5,5,5,3,3,4,4,4,4,4,5,4,5,25,5.0,1
320,Male,Loyal Customer,46,Business travel,Business,92,5,5,4,5,4,2,5,5,5,4,5,4,5,2,0,0.0,1
321,Female,Loyal Customer,68,Personal Travel,Eco,279,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,0.0,1
322,Female,Loyal Customer,70,Personal Travel,Eco,309,4,4,4,4,2,5,5,5,5,5,5,3,5,3,18,12.0,1
323,Female,Loyal Customer,32,Business travel,Business,4817,5,5,5,5,4,5,4,4,2,5,5,1,2,4,0,6.0,1
324,Male,Loyal Customer,46,Business travel,Business,411,4,4,4,4,1,3,5,5,5,5,5,4,5,4,0,0.0,1
325,Male,Loyal Customer,55,Personal Travel,Eco,3404,2,4,2,1,5,2,5,5,3,5,3,4,4,5,0,0.0,0
326,Female,Loyal Customer,39,Business travel,Business,1894,5,5,5,5,4,4,1,4,4,4,4,2,4,3,65,59.0,1
327,Male,Loyal Customer,46,Business travel,Business,1699,3,3,3,3,5,4,5,4,4,4,4,5,4,4,2,0.0,1
328,Male,Loyal Customer,42,Business travel,Eco,1835,5,4,4,4,5,5,5,5,5,2,3,2,2,5,3,0.0,1
329,Female,Loyal Customer,36,Business travel,Eco Plus,1606,5,5,5,5,5,5,5,5,1,1,4,3,2,5,0,0.0,1
330,Male,disloyal Customer,39,Business travel,Business,2360,2,2,2,4,2,2,2,2,3,2,4,1,4,2,0,0.0,0
331,Male,Loyal Customer,43,Business travel,Eco,4113,3,2,2,2,4,3,4,4,4,2,2,3,4,4,0,0.0,1
332,Female,Loyal Customer,46,Personal Travel,Eco,238,3,1,3,3,2,4,5,5,5,5,5,3,5,5,0,0.0,1
333,Female,Loyal Customer,38,Business travel,Business,3430,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,0.0,1
334,Male,Loyal Customer,54,Business travel,Eco,2150,2,2,2,2,2,2,2,2,2,2,2,2,3,2,13,9.0,0
335,Male,disloyal Customer,28,Business travel,Business,1582,2,2,2,4,2,2,2,2,4,5,5,4,5,2,0,0.0,0
336,Male,Loyal Customer,21,Business travel,Business,2386,4,4,4,4,4,4,4,4,4,4,4,3,4,4,69,61.0,1
337,Female,Loyal Customer,60,Business travel,Business,2884,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0.0,1
338,Male,Loyal Customer,66,Personal Travel,Eco,2487,2,3,2,4,1,2,1,1,3,4,3,2,4,1,0,0.0,0
339,Male,disloyal Customer,25,Business travel,Business,1628,2,4,2,1,1,2,1,1,4,5,5,4,4,1,0,0.0,0
340,Male,Loyal Customer,27,Personal Travel,Eco,2209,3,1,4,2,4,4,2,4,2,1,2,1,3,4,0,0.0,0
341,Male,Loyal Customer,69,Personal Travel,Eco,2236,1,2,1,3,2,1,3,2,4,3,3,4,3,2,50,36.0,0
342,Female,Loyal Customer,63,Personal Travel,Eco Plus,433,0,0,0,3,1,0,1,1,5,1,1,4,5,1,40,63.0,1
343,Male,Loyal Customer,19,Personal Travel,Eco,1392,3,5,3,1,4,3,4,4,3,4,5,4,4,4,0,0.0,0
344,Male,Loyal Customer,50,Business travel,Business,2001,3,5,5,5,1,3,3,3,3,3,3,3,3,2,8,4.0,0
345,Female,disloyal Customer,38,Business travel,Business,1902,2,2,2,1,3,2,3,3,4,2,5,4,5,3,0,0.0,0
346,Female,disloyal Customer,15,Business travel,Eco,1822,4,4,4,1,3,4,3,3,2,4,4,3,3,3,6,21.0,0
347,Male,Loyal Customer,52,Business travel,Business,2983,2,2,2,2,5,4,5,5,5,5,5,4,5,5,0,0.0,1
348,Male,disloyal Customer,23,Business travel,Eco,2086,5,5,5,3,5,5,5,5,5,3,3,5,2,5,28,32.0,1
349,Female,Loyal Customer,50,Business travel,Business,2834,4,4,5,4,2,4,5,4,4,5,4,4,4,3,0,0.0,1
350,Female,Loyal Customer,44,Personal Travel,Eco,413,3,5,5,4,1,3,1,5,5,5,5,5,5,4,10,33.0,0
351,Male,Loyal Customer,25,Business travel,Eco,1777,1,5,5,5,1,1,3,1,1,5,4,3,4,1,1,4.0,0
352,Male,Loyal Customer,46,Personal Travel,Eco Plus,1343,2,3,1,2,4,1,4,4,4,5,2,3,3,4,0,0.0,0
353,Male,Loyal Customer,26,Personal Travel,Eco,1616,2,5,2,5,1,2,3,1,5,3,4,5,4,1,1,7.0,0
354,Male,Loyal Customer,50,Business travel,Business,3422,5,5,5,5,4,5,4,4,4,4,4,4,4,3,5,0.0,1
355,Female,Loyal Customer,43,Personal Travel,Eco Plus,860,5,5,5,5,4,3,5,5,5,5,5,1,5,2,0,0.0,1
356,Female,Loyal Customer,39,Business travel,Business,1569,0,5,0,4,4,4,5,5,5,3,3,3,5,5,5,0.0,1
357,Female,Loyal Customer,16,Personal Travel,Eco,3392,4,5,4,4,5,4,5,5,3,4,4,4,5,5,36,16.0,0
358,Female,Loyal Customer,68,Personal Travel,Business,366,3,5,3,5,3,4,4,1,1,3,1,3,1,3,1,0.0,0
359,Female,Loyal Customer,26,Business travel,Eco,2802,4,2,1,2,4,3,1,4,3,4,4,2,4,4,0,0.0,0
360,Male,disloyal Customer,38,Business travel,Business,2391,3,3,3,4,1,3,1,1,3,5,3,2,4,1,40,33.0,0
361,Male,disloyal Customer,20,Business travel,Eco,3168,4,4,4,5,2,4,2,2,5,5,4,5,5,2,0,32.0,1
362,Female,disloyal Customer,33,Business travel,Eco,1634,2,1,2,1,3,2,3,3,2,1,1,4,2,3,14,0.0,0
363,Male,Loyal Customer,41,Personal Travel,Eco,1695,3,5,3,4,1,3,1,1,4,2,4,5,5,1,0,0.0,0
364,Male,Loyal Customer,52,Business travel,Business,365,0,0,0,3,2,4,5,2,2,2,2,4,2,5,11,15.0,1
365,Male,Loyal Customer,58,Business travel,Eco Plus,1828,1,2,2,2,1,1,1,2,1,3,4,1,4,1,30,15.0,0
366,Male,Loyal Customer,36,Business travel,Eco,1994,4,2,2,2,4,4,4,4,1,2,3,4,2,4,0,0.0,1
367,Male,Loyal Customer,30,Business travel,Business,2952,5,5,5,5,4,4,4,4,5,2,4,5,5,4,10,0.0,1
368,Male,Loyal Customer,58,Personal Travel,Eco,928,2,4,2,3,2,2,2,2,3,2,4,4,4,2,0,0.0,0
369,Male,Loyal Customer,53,Business travel,Business,1908,3,2,2,2,5,4,4,3,3,3,3,1,3,4,46,45.0,0
370,Female,Loyal Customer,24,Business travel,Business,3709,3,5,5,5,3,3,3,3,3,3,3,2,4,3,52,32.0,0
371,Male,Loyal Customer,53,Business travel,Business,1705,4,4,4,4,5,4,5,4,4,4,4,5,4,2,5,0.0,1
372,Female,Loyal Customer,20,Business travel,Business,2099,4,4,4,4,4,4,4,4,3,3,4,5,4,4,0,0.0,1
373,Male,Loyal Customer,42,Personal Travel,Eco,2289,3,5,3,3,3,3,3,3,3,3,5,3,4,3,0,8.0,0
374,Male,Loyal Customer,36,Business travel,Eco,1450,1,4,4,4,1,1,1,1,4,2,4,1,4,1,88,92.0,0
375,Male,Loyal Customer,67,Personal Travel,Eco,2095,2,0,5,2,3,5,3,3,3,5,5,4,4,3,13,19.0,0
376,Male,Loyal Customer,35,Business travel,Eco Plus,1487,5,1,1,1,5,5,5,5,1,2,1,5,3,5,53,77.0,1
377,Male,Loyal Customer,33,Personal Travel,Eco,2114,4,4,3,2,2,3,2,2,5,2,4,5,4,2,0,0.0,1
378,Female,Loyal Customer,57,Personal Travel,Eco,1223,2,1,1,1,3,1,5,2,2,2,2,3,2,4,108,110.0,1
379,Female,Loyal Customer,38,Business travel,Business,2532,5,5,5,5,5,1,4,5,5,5,5,3,5,2,3,0.0,1
380,Female,Loyal Customer,33,Business travel,Business,621,4,3,3,3,3,4,3,4,4,3,4,3,4,4,0,0.0,0
381,Female,Loyal Customer,60,Business travel,Business,396,1,1,1,1,1,5,1,5,5,5,5,5,5,5,7,5.0,1
382,Female,Loyal Customer,42,Personal Travel,Eco,296,4,5,4,4,2,4,2,2,3,4,4,2,4,2,0,0.0,1
383,Male,disloyal Customer,19,Business travel,Business,2443,0,0,1,4,5,1,5,5,5,4,4,5,4,5,0,0.0,1
384,Male,Loyal Customer,54,Business travel,Business,2400,2,2,2,2,5,4,5,4,4,4,4,4,4,3,0,0.0,1
385,Female,Loyal Customer,23,Personal Travel,Eco,1482,4,4,4,4,5,5,5,5,5,5,5,3,5,3,36,22.0,1
386,Male,Loyal Customer,21,Personal Travel,Business,1471,1,4,1,5,5,1,5,5,4,2,4,3,5,5,86,66.0,0
387,Female,Loyal Customer,23,Business travel,Business,1459,4,4,4,4,4,4,4,4,1,2,2,5,3,4,0,12.0,1
388,Male,Loyal Customer,40,Business travel,Business,2298,5,5,5,5,2,5,4,3,3,3,3,5,3,5,0,5.0,1
389,Male,Loyal Customer,56,Personal Travel,Eco,1434,1,3,1,3,3,1,3,3,1,3,2,4,4,3,0,0.0,0
390,Female,disloyal Customer,23,Business travel,Eco,1919,2,5,3,4,2,3,2,2,4,2,4,3,5,2,0,0.0,0
391,Female,Loyal Customer,46,Business travel,Eco,457,4,4,4,4,3,5,5,4,4,4,4,1,4,3,0,2.0,1
392,Male,Loyal Customer,52,Business travel,Business,2546,3,3,3,3,2,2,3,3,3,3,3,1,3,1,77,62.0,0
393,Male,Loyal Customer,53,Personal Travel,Eco,1621,4,1,4,3,1,4,1,1,1,1,4,3,3,1,0,0.0,0
394,Female,disloyal Customer,38,Business travel,Eco,2328,3,3,3,4,4,3,4,4,2,4,3,1,4,4,0,0.0,0
395,Male,Loyal Customer,47,Business travel,Business,3736,0,0,0,4,2,5,4,2,2,2,2,3,2,3,68,79.0,1
396,Male,Loyal Customer,54,Business travel,Business,3165,2,5,5,5,2,3,3,2,2,2,2,4,2,1,0,0.0,0
397,Female,Loyal Customer,16,Personal Travel,Eco,2687,4,5,4,2,2,4,2,2,5,2,4,4,4,2,7,0.0,1
398,Male,Loyal Customer,28,Personal Travel,Eco,1992,2,4,2,1,2,2,1,2,4,2,4,5,5,2,0,0.0,0
399,Male,Loyal Customer,20,Business travel,Business,3434,3,3,3,3,4,4,4,4,4,2,5,4,4,4,0,0.0,1
400,Male,Loyal Customer,26,Business travel,Eco,3528,4,3,3,3,4,4,3,4,4,3,5,4,5,4,0,0.0,1
401,Male,Loyal Customer,55,Business travel,Business,2718,3,3,3,3,4,5,5,4,4,5,4,4,4,4,6,1.0,1
402,Female,Loyal Customer,33,Business travel,Business,858,1,1,3,1,1,3,1,4,4,4,4,1,4,5,0,0.0,1
403,Female,Loyal Customer,16,Personal Travel,Eco,2003,2,2,2,2,3,4,3,3,4,3,3,4,4,3,5,7.0,1
404,Male,Loyal Customer,41,Personal Travel,Eco Plus,1765,2,5,2,3,5,2,5,5,4,5,5,4,5,5,0,5.0,0
405,Male,Loyal Customer,53,Business travel,Eco,1572,4,4,4,4,4,4,4,4,1,1,1,4,1,4,0,13.0,1
406,Female,Loyal Customer,40,Personal Travel,Eco,2633,4,4,4,3,1,4,3,1,3,4,3,4,5,1,15,10.0,0
407,Male,Loyal Customer,51,Business travel,Eco,2751,4,5,5,5,4,4,4,4,3,5,2,1,2,4,0,0.0,0
408,Female,Loyal Customer,44,Personal Travel,Eco,1613,4,4,4,4,5,4,4,2,2,4,2,4,2,5,18,22.0,0
409,Female,Loyal Customer,40,Business travel,Eco,1746,4,5,5,5,4,4,4,4,5,1,1,5,4,4,4,0.0,1
410,Male,Loyal Customer,9,Business travel,Eco,2290,3,5,5,5,3,3,1,3,4,3,3,3,3,3,10,11.0,0
411,Male,Loyal Customer,32,Business travel,Eco,2951,4,3,3,3,4,4,4,4,4,3,4,4,3,4,4,0.0,1
412,Female,Loyal Customer,60,Business travel,Business,2730,4,4,2,4,4,4,4,3,3,3,3,5,3,5,15,0.0,1
413,Female,Loyal Customer,57,Business travel,Business,357,3,3,3,3,3,3,3,3,3,3,3,2,3,4,8,0.0,0
414,Female,Loyal Customer,40,Business travel,Eco Plus,1596,4,1,1,1,4,4,4,4,5,1,2,3,1,4,0,0.0,1
415,Male,Loyal Customer,52,Personal Travel,Eco,1949,4,1,4,4,5,4,1,5,4,2,4,1,3,5,0,0.0,0
416,Female,Loyal Customer,38,Personal Travel,Business,1109,4,4,4,4,3,4,4,4,4,4,4,3,4,3,5,0.0,1
417,Female,Loyal Customer,35,Business travel,Eco,2245,4,4,4,4,5,4,4,4,5,5,1,4,4,4,167,174.0,1
418,Male,disloyal Customer,24,Business travel,Eco,1977,4,3,4,3,4,4,4,4,5,3,1,1,4,4,0,0.0,1
419,Female,Loyal Customer,55,Business travel,Business,2045,4,4,4,4,4,4,5,5,5,5,5,5,5,4,0,0.0,1
420,Male,Loyal Customer,39,Business travel,Business,623,2,2,2,2,5,5,5,2,2,3,2,3,2,5,3,1.0,1
421,Male,Loyal Customer,39,Business travel,Business,3923,4,4,4,4,3,5,5,4,4,4,4,4,4,5,0,0.0,1
422,Female,Loyal Customer,39,Business travel,Business,2702,1,1,1,1,4,5,4,4,4,4,4,5,4,4,0,0.0,1
423,Male,Loyal Customer,38,Personal Travel,Eco,1943,1,5,1,4,4,1,4,4,3,5,5,4,4,4,0,0.0,0
424,Male,Loyal Customer,60,Business travel,Eco Plus,1406,3,2,2,2,3,3,3,3,1,2,4,4,3,3,0,5.0,0
425,Male,Loyal Customer,25,Business travel,Eco Plus,2400,3,2,2,2,3,3,2,3,1,1,3,2,3,3,0,0.0,0
426,Female,Loyal Customer,35,Business travel,Eco,2937,4,3,5,3,4,4,4,4,5,5,1,3,5,4,23,11.0,1
427,Female,Loyal Customer,50,Business travel,Business,865,2,2,2,2,2,3,3,2,2,2,2,4,2,1,25,3.0,0
428,Male,Loyal Customer,36,Business travel,Business,3321,4,4,4,4,3,5,1,5,5,5,5,2,5,3,0,0.0,1
429,Male,Loyal Customer,7,Personal Travel,Eco,1604,3,3,0,3,3,0,3,3,2,4,3,1,2,3,45,46.0,0
430,Female,Loyal Customer,71,Business travel,Business,5602,4,4,4,4,3,4,4,1,5,3,2,4,1,4,123,162.0,0
431,Female,Loyal Customer,41,Business travel,Business,973,2,4,4,4,1,3,4,2,2,2,2,3,2,1,0,0.0,0
432,Female,Loyal Customer,49,Business travel,Business,1729,4,4,4,4,5,4,4,4,4,4,4,5,4,3,0,0.0,1
433,Male,Loyal Customer,63,Personal Travel,Eco Plus,1548,2,2,3,3,4,3,4,4,4,1,2,3,2,4,0,0.0,0
434,Female,disloyal Customer,20,Business travel,Eco,1751,2,4,2,3,2,2,2,2,3,2,4,3,4,2,0,0.0,0
